ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Classify_Row0,Classify_Row1,Classify_Row2,Classify_Row3,Classify_Row4,Classify_Row5,Classify_Row6,Location_Center_X,Location_Center_Y,Number_Object_Number,Parent_NaturalSpots
14,7,12985,77.0,309.0,1.0,1.0005556067987227,0.2349462393805461,1.0,0.7864930345245306,0.8792747945067894,130.19925119612375,131.03434664239754,62.64982043070834,21.526166540435195,18.973665961010276,126.0,126.55476147834705,-89.2125362300065,430.7879999999989,0.9851674822654682,0,0,1,0,0,0,0,77.36295725837505,309.3869079707355,7,7
14,8,12126,291.0,308.0,1.0,1.0002187962353404,0.08801029459781379,1.0,0.776064,0.8821509605986955,124.29383426428024,125.39936203984452,60.802960454241045,20.755739615945487,18.24828759089466,123.03657992645927,123.81152013630062,-86.83818529100355,415.6159999999989,0.9826580226904376,0,0,1,0,0,0,0,291.3076034966188,307.86401121556986,8,8
14,9,12005,503.0,306.0,1.0,1.0007127628208856,0.18798889082000916,1.0,0.7808130081300813,0.8670118093870061,124.5688137901492,125.35549449465708,59.464274989274024,20.501186111280497,18.027756377319946,121.86763311068283,122.34789566742107,-9.133319497806733,417.1319999999989,0.9806003675719827,0,0,1,0,0,0,0,504.14319033735944,305.6185755935027,9,9
14,10,11761,739.0,285.0,1.0,1.0229226423939968,0.17628336570255979,-3.0,0.758774193548387,0.5025857175912533,124.52198641777073,127.09445306542689,34.20526275297414,11.815761940261853,10.44030650891055,121.9661970716498,122.57190502441507,-37.101186183301564,542.2779999999984,0.9559457042997646,0,0,1,0,0,0,0,717.1141909701556,301.7346314088938,10,10
14,11,7256,962.0,267.0,1.0,1.8319818281203568,0.3538249974882179,3.0,0.4681894437991999,0.10691091638539367,134.13170059463914,128.41339493993607,16.0312195418814,5.152307747007733,5.0,113.53237143311294,125.45494137779606,-79.86786415626369,923.5119999999968,0.6133299522420861,0,0,1,0,0,0,0,931.7108599779493,294.20893054024253,11,11
14,12,3218,1150.0,344.0,1.0,3.5415194476876803,0.5028987209599608,6.0,0.20607069672131148,0.12763791448958828,128.663428923858,127.09838708654017,12.083045973594572,4.202710974116705,3.605551275463989,102.15822048872435,111.209635939009,-46.46066349390669,562.8699999999982,0.34243149773876036,0,0,1,0,0,0,0,1138.0742697327532,297.711000621504,12,12
14,13,12732,77.0,522.0,1.0,1.000205353633507,0.1410692048614019,1.0,0.7651442307692308,0.8588383378855142,127.74886690932816,129.46814279968643,62.6418390534633,21.28598510944317,18.681541692269406,126.0332373744201,126.47134465387722,-45.511705723333755,431.61599999999885,0.9821800509141403,0,0,0,1,0,0,0,76.623232799246,522.398287778825,13,13
14,14,12635,293.0,522.0,1.0,1.0006059134072884,0.2010018573441165,1.0,0.7772514763779528,0.8716872838367992,127.95122794410204,128.4562182223967,61.61980201201558,21.14206569134037,18.601075237738275,124.77259314448827,125.33985344259045,-57.462956063774776,426.7879999999989,0.9830389792266394,0,0,0,1,0,0,0,292.27542540561933,521.1187178472497,14,14
14,15,12474,508.0,518.0,1.0,1.0012984092463395,0.24438534623660887,1.0,0.7673474409448819,0.8549057161256313,127.80966132912344,128.80993750483694,60.30754513325841,20.80363588813487,18.35755975068582,123.86008211934623,123.93424174641865,-42.82551182279005,428.2019999999988,0.9777777777777782,0,0,0,1,0,0,0,506.4023569023569,518.8355780022447,15,15
14,16,12152,707.0,506.0,1.0,1.018576203007544,0.3198585860193181,0.0,0.7417444912409205,0.6119222161732107,128.65306658935174,130.9427355755179,43.266615305567875,15.593934416760714,13.601470508735444,123.47277076973658,121.89431566974405,-46.897565393700056,499.55199999999854,0.9502658742571162,0,0,0,1,0,0,0,719.3080974325214,516.3544272547729,16,16
14,17,11752,923.0,532.0,1.0,1.0395905224193545,0.24343793573022696,-4.0,0.7007751937984497,0.3895781810836738,126.39154457538643,131.47243057006287,32.202484376209235,10.875330867312542,9.219544457292887,126.30340539586521,122.58924157794104,-72.46013893559949,615.6919999999983,0.9021609795417034,0,0,0,1,0,0,0,932.9040163376446,513.8446221919673,17,17
14,18,6140,1157.0,562.0,1.0,1.8606624355747192,0.5937122563370753,4.0,0.38375,0.1283977548968,132.65642469185994,131.52946437965906,14.0,5.1527626487584675,5.0,110.8504200352281,106.745630096436,65.37719685731756,775.1939999999972,0.5459476281509804,0,0,0,1,0,0,0,1148.2281758957654,509.87882736156354,18,18
14,19,13020,78.0,736.0,1.0,1.00018745550365,0.13485880586871085,1.0,0.776386404293381,0.8654973646927607,129.12754640731546,130.08458786497346,63.245553203367585,21.524842816027665,18.973665961010276,127.75601747080253,127.94794374246216,-72.68093560449651,434.7879999999989,0.9836437124617536,0,0,0,0,1,0,0,78.25929339477726,735.9508448540706,19,19
14,20,12482,294.0,734.0,1.0,1.000317320432853,0.1401199914982419,1.0,0.7738855477710955,0.8764995705586107,126.48793003261972,127.4244874425634,62.00806399170998,21.04945963611118,18.439088914585774,124.30115233008998,125.2400671844494,-40.78240530357655,423.02999999999884,0.9830668661888636,0,0,0,0,1,0,0,293.4864605031245,733.7123057202372,20,20
14,21,12196,506.0,731.0,1.0,1.0006715714291732,0.13960055391542006,1.0,0.7743492063492063,0.8665632489108576,125.04905725954814,126.64912159190051,60.440052945046304,20.62510593164642,18.027756377319946,123.31530334007572,123.82456439379281,-11.393630831081797,420.5459999999989,0.9788514787912838,0,0,0,0,1,0,0,506.08396195473927,731.3248606100361,21,21
14,22,11584,723.0,741.0,1.0,1.0133797472164991,0.3065539298409071,0.0,0.7535779339058027,0.6599520189432445,125.01789103231162,129.6919426949878,50.15974481593781,16.788568951269017,14.317821063276353,119.32046762663173,118.9986910465801,-89.21603541451314,469.65399999999863,0.9524749218878474,0,0,0,0,1,0,0,722.2872928176796,730.6442506906077,22,22
14,23,9208,912.0,732.0,1.0,1.2537723460716497,0.4352910300048757,-4.0,0.6188172043010752,0.1387958688986255,127.20777020058821,131.48764200486676,17.4928556845359,5.907942242109506,5.385164807134504,116.6891004072195,114.52385765415839,-89.13144211869555,913.059999999997,0.772742531050688,0,0,0,0,1,0,0,934.0927454387489,728.7927888792354,23,23
14,24,5522,1129.0,684.0,1.0,2.1940279191797347,0.3503364135655143,6.0,0.3817754424778761,0.10940556191653451,127.97414306230743,127.47548783981962,13.45362404707371,4.766840293683531,4.242640687119285,109.33900890315645,119.86364557044602,2.8578455964841196,796.403999999997,0.5200357865988606,0,0,0,0,1,0,0,1145.6930459978269,720.2500905469033,24,24
14,25,13715,80.0,949.0,1.0,1.0002217875303039,0.06308233776574008,1.0,0.7753844414292176,0.8715629543064077,132.05637205963873,133.37541002748594,65.14598989960932,22.069142110055285,19.313207915827967,130.58636988598772,131.79335881003803,-65.33673569983844,444.6859999999988,0.9846717162652114,0,0,0,0,0,1,0,80.34094057601166,949.0429456799125,25,25
14,26,12402,295.0,947.0,1.0,1.0002947707330985,0.1051404368346426,1.0,0.7811791383219955,0.8851105391151962,125.80860875392149,126.84636376341263,61.71709649683789,21.006267637074814,18.439088914585774,123.74368670764582,125.11129994294765,69.61482761804906,419.6159999999989,0.9841295032534519,0,0,0,0,0,1,0,294.6640058055152,947.1697306885986,26,26
14,27,11849,508.0,945.0,1.0,1.0009928814474152,0.18272915516751118,1.0,0.7768817204301075,0.8647271474366326,123.71336272537955,125.2836781069266,59.405386961116584,20.39185879413289,18.0,121.28146291077879,121.63043677999251,-84.65378110669332,414.95999999999896,0.9786091840105718,0,0,0,0,0,1,0,507.74453540383155,946.0266689172082,27,27
14,28,10907,727.0,922.0,1.0,1.0537807990439345,0.15803899177443692,-1.0,0.6980926779313876,0.4189533225193895,121.5252083418596,126.28935030318273,39.81205847478876,12.68304997729939,10.770329614269007,118.03381021400003,119.99798551633836,10.718871846000262,571.9719999999982,0.916747215801639,0,0,0,0,0,1,0,723.4929861556799,940.9018061795177,28,28
14,29,7449,974.0,919.0,1.0,1.5641185345871191,0.6503646860842219,1.0,0.4694649272074116,0.15628684792239175,136.92530511076438,131.2288078129189,17.08800749063506,6.03520236484563,5.656854249492381,100.49775369170025,104.01149144226055,-59.47001316277345,773.9139999999975,0.6725959367945824,0,0,0,0,0,1,0,935.3107799704659,944.2032487582226,29,29
14,30,1205,1143.0,970.0,1.0,4.569454546315955,0.9542809911060538,3.0,0.24304154901169828,0.2878418763680647,113.28171425776858,89.81091247727082,11.40175425099138,4.041116590743968,3.605551275463989,35.679941486573064,33.86115126602255,41.412549133879,229.36199999999965,0.48618115795844263,0,0,0,0,0,1,0,1122.797510373444,946.9020746887967,30,30
14,31,12037,82.0,1163.0,1.0,1.0002150607224114,0.14426775589394036,1.0,0.7828433922996878,0.8826964256945721,124.24511616676358,125.13193037750197,60.83584469702052,20.713895101396904,18.24828759089466,122.08931157148851,122.9453492144794,-65.58338792209973,413.9599999999989,0.9848230722029044,0,0,0,0,0,0,1,82.4039212428346,1162.605051092465,31,31
14,32,12072,294.0,1159.0,1.0,1.0004338476581434,0.18603636963077222,1.0,0.772608,0.8659697055310784,124.8750703241945,125.89678312014172,60.4648658313239,20.680236886660573,18.17952893358475,121.64209797598856,122.69510857620412,-31.77794088328568,418.54599999999886,0.9823819017780854,0,0,0,0,0,0,1,295.03793903247185,1158.429920477137,32,32
14,33,11364,508.0,1157.0,1.0,1.0010391901839637,0.21737977278610673,1.0,0.757297081167533,0.8570197544908936,121.5891287416023,123.664869708418,57.8013840664737,19.918045647556635,17.46424919657298,117.98430031979348,118.68158053809158,-32.767326031502215,408.20199999999886,0.9767082079931242,0,0,0,0,0,0,1,509.1140443505808,1157.5024639211545,33,33
14,34,10726,750.0,1155.0,1.0,1.0401608434571863,0.213063664663253,-8.0,0.7147807543649207,0.29497841830064897,120.35651434336717,123.17873193047572,30.066592756745816,9.450462930057478,8.48528137423857,118.90164002233107,117.59292633192237,48.72394721667744,675.971999999998,0.9201338251694261,0,0,0,0,0,0,1,721.6799366026478,1156.3003915718814,34,34
14,35,6079,911.0,1189.0,1.0,1.834929592993317,0.3140693633368713,7.0,0.4118563685636856,0.07048669924045776,122.01783687522115,124.31009613060397,11.704699910719626,4.095816199171655,3.605551275463989,112.70102329938358,115.8437391497188,9.870321562479097,1041.039999999996,0.5629746249305426,0,0,0,0,0,0,1,929.886987991446,1151.9911169600264,35,35
14,36,782,1185.0,1112.0,1.0,13.53340994676076,0.966106102496332,4.0,0.10440587449933245,0.23899208242632333,158.66751205258356,121.59358535712317,8.94427190999916,2.996915878674333,2.8284271247461903,41.649585918874465,40.95927336179987,-30.549929662512884,202.77599999999967,0.227524003491417,0,0,0,0,0,0,1,1140.4795396419438,1138.0626598465474,36,36
15,1,17028,97.0,93.0,1.0,1.0005390371054037,0.1787132402942923,1.0,0.7827525972234991,0.9049076544889023,148.19828853384513,150.65855435387664,72.11102550927978,24.621495043773056,21.633307652783937,145.0,145.81247440704053,79.24096403939909,486.2779999999985,0.9877889607564465,0,1,0,0,0,0,0,97.63865398167724,92.78329809725159,1,1
15,2,14236,316.0,96.0,1.0,1.0007810544131415,0.19732775447731773,1.0,0.7869541182974019,0.8876555161902311,135.77125344140674,136.97079980784227,65.73431371817918,22.51712601621401,19.849433241279208,132.5745073534124,133.10166110112638,86.88808338623849,448.92799999999875,0.9859408546298223,0,1,0,0,0,0,0,316.7627142455746,94.85016858668165,2,2
15,3,13220,531.0,97.0,1.0,1.0020121481067006,0.30047119004232614,1.0,0.7650462962962963,0.8463988172143995,132.6688444631355,134.5362404707371,62.26556030423239,21.48726503093997,18.973665961010276,126.75827445318413,126.5383353823423,-78.57533778668257,443.0299999999988,0.9803121871639907,0,1,0,0,0,0,0,530.6991679273827,97.07246596066565,3,3
15,4,12894,744.0,98.0,1.0,1.003759158009095,0.27207040307171665,1.0,0.7465261695229273,0.818123661474437,130.58339437646288,135.83077707206124,59.90826320300064,20.52130864192233,18.013878188659973,125.72358569496815,125.6574425215243,-85.97827497018694,445.0299999999988,0.965625702089418,0,1,0,0,0,0,0,744.3898712579494,99.08065767023422,4,4
15,5,11215,983.0,117.0,1.0,1.1427649408403158,0.34199880092637897,-1.0,0.6642383321487799,0.2207664006460744,131.41809282333386,135.4400236266961,28.178005607210743,8.583101103260107,7.810249675906654,119.78775958802446,123.49363288326533,89.06761485119146,798.9839999999974,0.8492351961229745,0,1,0,0,0,0,0,959.4142666072224,99.96602764155149,5,5
15,6,6480,1169.0,97.0,1.0,1.7594945931194408,0.3664097106096713,4.0,0.5132673267326733,0.15339250923788636,124.53210939686228,128.22636234409833,18.0,6.144601206529148,5.656854249492381,99.81594118046357,115.87135099073373,-74.90901734688562,728.6019999999975,0.6190885640584693,0,1,0,0,0,0,0,1163.361111111111,94.39583333333333,6,6
15,7,15384,101.0,309.0,1.0,1.000487113793389,0.21440177504915908,1.0,0.7684315684315685,0.8604509468873225,141.3685697312414,142.35167719419397,68.11754546370561,23.3512666796863,20.591260281974,137.6309626471988,138.08112207589954,-68.68586145473405,473.9979999999987,0.9843555043670219,0,0,1,0,0,0,0,101.11778471138845,307.8073322932917,7,7
15,8,12520,318.0,311.0,1.0,1.0008340126317388,0.2593113256327012,1.0,0.7762896825396826,0.8719060948546599,128.26398860993697,129.43724348115578,61.40032573203501,21.119590078867905,18.601075237738275,123.43095235798839,123.8765631220568,-64.03908469593715,424.7879999999989,0.9831945971415109,0,0,1,0,0,0,0,318.5238019169329,310.3823482428115,8,8
15,9,11585,532.0,312.0,1.0,1.001835286339055,0.30915263218014594,1.0,0.7659504132231405,0.866209481572946,124.36187228023958,125.41929676090518,58.309518948453004,20.185487178968618,17.804493814764857,117.61789367233669,118.26968687975524,-67.49884702540758,409.9599999999989,0.9811144986449868,0,0,1,0,0,0,0,532.250755287009,311.3314630988347,9,9
15,10,11095,756.0,347.0,1.0,1.0515221779456199,0.2972167886547,-4.0,0.7216260162601627,0.3815590886674444,124.44842394782142,125.70600622086441,26.30589287593181,9.594086897874696,8.94427190999916,118.83467645375593,118.82460256585544,88.50917349570322,604.4879999999982,0.9343157894736841,0,0,1,0,0,0,0,745.4874267688148,313.16890491212257,10,10
15,11,6475,999.0,312.0,1.0,1.6561902187774746,0.5868980367538542,3.0,0.46586085329879845,0.11752772994914688,128.2149290837355,123.81033882515628,14.422205101855956,5.055695721257332,5.0,101.63853068868545,103.81060865716846,-42.65110339762834,832.0599999999971,0.6375541551792042,0,0,1,0,0,0,0,959.4142084942085,311.3581467181467,11,11
15,12,2892,1171.0,331.0,1.0,2.503769458897296,0.8618258062076463,3.0,0.33848314606741575,0.2141068620714655,120.91400127792654,108.90362712049586,13.92838827718412,4.882362748924466,4.357388321059432,59.03219460599445,61.328110653773585,37.156694685505386,411.991999999999,0.5476754095256131,0,0,1,0,0,0,0,1165.9889349930843,318.86099585062243,12,12
15,13,13976,103.0,522.0,1.0,1.0006098333151732,0.23370494048331197,1.0,0.7725815367606412,0.8714437689150512,135.05608941166957,135.15176654413364,64.66065264130884,22.288081855526308,19.6468827043885,130.33979855457935,131.31605742299428,-57.544487912485444,448.92799999999875,0.9842253521126761,0,0,0,1,0,0,0,102.58836576989124,522.050944476245,13,13
15,14,11355,320.0,523.0,1.0,1.0014349490333732,0.2923103466385669,1.0,0.7693089430894309,0.8683308320387009,122.77149375192546,123.2233744059949,58.0,20.03678275706607,17.69180601295413,116.57419519956095,117.40926618385636,-57.48845532480768,405.37399999999894,0.9818842146223358,0,0,0,1,0,0,0,319.71387054161164,523.6668428005285,14,14
15,15,10115,542.0,515.0,1.0,1.0036899608141898,0.3501727164457995,0.0,0.7716661580714068,0.7974816725376156,117.15293094609058,118.68024266911489,44.91102314577124,16.163024450141457,14.142135623730951,109.80930297050394,109.73541059777493,-64.6655773713471,399.23399999999896,0.9716151961961481,0,0,0,1,0,0,0,533.6680177953534,524.0997528423134,15,15
15,16,9979,746.0,483.0,1.0,1.1089887976040662,0.43324333721465114,-12.0,0.6878274055693411,0.1803849042836947,124.48666069882837,125.1718818265508,19.924858845171276,6.38483959082889,6.0,114.79327819051204,112.1969627155122,-86.84394154155373,833.7739999999976,0.8837621219501394,0,0,0,1,0,0,0,744.9236396432508,526.8966830343721,16,16
15,17,7827,970.0,553.0,1.0,1.6733496889899218,0.44623065633129644,3.0,0.44588128061980176,0.0755395743519806,135.84745172110306,136.12494260788506,17.4928556845359,4.735201518463242,4.123105625617661,123.74328840457629,121.57232787348575,52.25791716682366,1141.0779999999959,0.5928422647225905,0,0,0,1,0,0,0,958.4064136961799,525.9925897534176,17,17
15,18,3604,1141.0,501.0,1.0,2.8520475565335635,0.5420370340321408,7.0,0.30693237949242036,0.10324197033360846,123.65148617520893,130.6981254647518,12.041594578792296,4.149330407729188,3.605551275463989,101.04181307397516,103.91109520391426,40.41541737375071,662.3219999999978,0.38640506057682,0,0,0,1,0,0,0,1180.5141509433963,526.4403440621531,18,18
15,19,15746,103.0,736.0,1.0,1.000901215700915,0.26727952372481756,1.0,0.7865134865134865,0.8763590664938941,143.9921331068647,145.0,68.60029154456998,23.626281430285424,20.808652046684813,138.40163208830265,138.75356121745133,-59.18091531996803,475.16999999999865,0.9851409265805363,0,0,0,0,1,0,0,103.42588593928616,735.8024260129557,19,19
15,20,12995,321.0,737.0,1.0,1.001661069264608,0.3148776520888594,1.0,0.7870987280436099,0.8799519410562747,131.81911725103947,132.2800060477773,61.741396161732524,21.466168619943666,18.973665961010276,124.45079348883236,125.11377786502231,-58.66152664188871,430.7879999999989,0.9845442836578528,0,0,0,0,1,0,0,321.3405925355906,736.0285494420931,20,20
15,21,10427,535.0,737.0,1.0,1.0031665054290149,0.36096325967237736,1.0,0.7683861459100958,0.8575513149682855,119.1572833346294,121.0826164236634,54.589376255824725,19.039258582782985,16.76305461424021,109.92306029910358,111.12370368542537,-63.87603990492965,390.88999999999896,0.9781425891181987,0,0,0,0,1,0,0,534.4257216840894,737.2527093123622,21,21
15,22,13909,748.0,744.0,1.0,1.0033726118197035,0.32355864756974306,1.0,0.7467518522495437,0.8281349263809819,136.68850318387723,139.04315876734103,61.61168720299745,21.44754488482935,18.973665961010276,130.13298811060397,129.33577127861608,-70.68954438148877,459.4119999999987,0.9689981886582139,0,0,0,0,1,0,0,747.8491624128262,740.4895391473146,22,22
15,23,11487,954.0,770.0,1.0,1.220467540929622,0.42197958199778335,-4.0,0.6075848936845446,0.16106694109019265,139.73083666415357,140.80127840328723,20.248456731316587,6.792786643338445,6.4031242374328485,127.88653646728585,126.68072190100952,-87.91319161702029,946.6839999999968,0.7949756046922039,0,0,0,0,1,0,0,963.1991816836423,737.2272133716375,23,23
15,24,2730,1171.0,755.0,1.0,2.3864061935630185,0.835514692838351,3.0,0.37092391304347827,0.24356008937226403,112.71480386426293,103.27632836231156,15.264337522473747,5.1616407024451485,4.47213595499958,59.03219460599445,61.933189647710826,67.80644148350667,375.303999999999,0.5431754874651811,0,0,0,0,1,0,0,1171.1369963369964,733.7717948717949,24,24
15,25,15218,105.0,951.0,1.0,1.0011659719939263,0.2909382291178825,1.0,0.7820947682187275,0.8828609141455056,142.0649525404511,142.27438279606065,67.00746227100382,23.24213392185952,20.518284528683193,134.9858380371372,135.91948397658703,-63.27908069642289,465.41199999999867,0.9863883847549907,0,0,0,0,0,1,0,105.91004074122749,948.9787094230517,25,25
15,26,12832,324.0,949.0,1.0,1.0023831469344848,0.34467838688851776,1.0,0.7711538461538462,0.8703038363351784,131.72033306391015,131.60927019021113,60.81118318204309,21.269818336274394,18.788294228055936,122.32947314527271,123.64862128921605,-54.162919835517464,430.4439999999988,0.9834457388105456,0,0,0,0,0,1,0,322.6357543640898,950.1033354114713,26,26
15,27,11027,535.0,951.0,1.0,1.0029016825382346,0.3264388972548732,1.0,0.7595398815263811,0.8526537222265129,121.74849758154397,123.9395013706284,56.356011214421486,19.495278142022258,17.029386365926403,114.13201012880045,115.07890866535435,-72.00503573424398,403.131999999999,0.9740735833222918,0,0,0,0,0,1,0,534.9042350593996,952.2646231976058,27,27
15,28,9217,764.0,945.0,1.0,1.0872138486051632,0.3643199623006497,-2.0,0.6745462529274004,0.2963071033157942,116.7071219220721,125.96031120952345,32.69556544854363,9.77364302252398,8.0,110.87325217914592,108.68628958777315,-69.45066014135799,625.2139999999981,0.8765156197993438,0,0,0,0,0,1,0,749.2646197244222,950.5949875230552,28,28
15,29,3771,915.0,948.0,1.0,2.3253036983151443,0.6753158516905011,4.0,0.380179453573949,0.1551315170952717,120.06641468641635,108.664621657649,12.649110640673518,4.643489148668984,4.123105625617661,86.58854180073426,88.55241999204836,1.5058869009391183,552.6919999999984,0.5162924424972617,0,0,0,0,0,1,0,954.6290108724477,945.6536727658446,29,29
15,30,985,1149.0,991.0,1.0,8.774356997270274,0.9767321085660895,2.0,0.22386363636363638,0.44781835308520707,144.80212658368214,100.12991560967181,13.0,4.473243085375711,4.0,33.63117334090366,31.054701757290385,-78.08415685771841,166.25399999999988,0.36726323639075314,0,0,0,0,0,1,0,1151.0598984771573,966.9502538071066,30,30
15,31,13796,106.0,1165.0,1.0,1.0015568899957015,0.310708246390229,1.0,0.7740994276736618,0.8598294870336597,135.71788018682395,136.48443134658254,63.8200595424354,22.099349386510593,19.4164878389476,127.83927733296815,129.00056872709538,-60.38335335419304,449.02999999999884,0.9835317601768022,0,0,0,0,0,0,1,106.85126123514063,1163.161858509713,31,31
15,32,12048,323.0,1163.0,1.0,1.0018299589004835,0.3257290242472296,1.0,0.783609756097561,0.8835030769102106,127.17221737710047,127.62444906835053,59.39696961966999,20.67992928369068,18.24828759089466,118.79393923933998,120.23664757125002,-54.48962664043114,413.9599999999989,0.9841931135890208,0,0,0,0,0,0,1,323.1314741035857,1162.828104249668,32,32
15,33,10803,515.0,1180.0,1.0,1.009102388611304,0.3390554466009143,-2.0,0.7630853994490359,0.706977397442635,121.14711875026424,122.57650672131263,32.2490309931942,12.833436883782745,12.041594578792296,112.42997820866105,113.97113779587704,-65.96789701976526,438.20199999999886,0.9745162599792522,0,0,0,0,0,0,1,536.7481255206887,1163.8251411644912,33,33
15,34,9257,729.0,1204.0,1.0,1.1990070129179262,0.4511408792644201,-4.0,0.6229894340130561,0.13268229487636915,125.21777191256993,128.09761902549164,18.027756377319946,5.775248555581274,5.385164807134504,114.82294061862243,111.7509446168197,-73.14866632984577,936.3399999999966,0.8047815692240818,0,0,0,0,0,0,1,748.659500918224,1165.634654855785,34,34
15,35,5207,961.0,1116.0,1.0,2.419191968591559,0.43190229698847576,7.0,0.3813813813813814,0.07376628894696916,132.76509708607784,125.09996003196804,12.36931687685298,3.9305253785447674,3.605551275463989,107.1660106850761,119.74354931681738,-83.24619728356309,941.8239999999964,0.4730840866760551,0,0,0,0,0,0,1,959.0397541770693,1157.4228922604186,35,35
15,36,1011,1186.0,1140.0,1.0,8.431039940734225,0.7257610691022315,7.0,0.11880141010575793,0.13864421231577162,121.18477058898598,114.85643212288984,8.48528137423857,2.8679808424592172,2.23606797749979,65.32375265208252,83.36868138408981,-83.91739392011756,302.71199999999936,0.17046029337379867,0,0,0,0,0,0,1,1169.37784371909,1165.055390702275,36,36
16,1,15183,97.0,96.0,1.0,1.0016038526591216,0.31304787467634865,1.0,0.7917709637046307,0.8826652964751139,142.42998241825347,143.05593311708537,67.20119046564577,23.22147512270629,20.518284528683193,135.0,135.27107362572244,-28.18672269783663,464.92799999999863,0.9856210847479632,0,1,0,0,0,0,0,94.79621945597049,97.00191003095567,1,1
16,2,13527,312.0,94.0,1.0,1.001347258796666,0.30312356631804765,1.0,0.7765212399540757,0.8799660709980158,134.21109294981545,135.35139452550905,63.56099432828282,21.904630098767075,19.235384061671343,127.73625901528476,127.89663010483208,-22.68898022164019,439.5139999999987,0.9825670080627589,0,1,0,0,0,0,0,310.90670510830194,94.32534930139721,2,2
16,3,13815,526.0,92.0,1.0,1.0016059232467698,0.308779975419379,1.0,0.770066889632107,0.8556164791086955,135.77196388574157,137.13132391981054,63.89053137985315,22.030701262761262,19.313207915827967,129.0,129.13726263851385,-10.546028074261487,450.44399999999877,0.9810047931830286,0,1,0,0,0,0,0,524.1837133550489,91.63003981179877,3,3
16,4,12869,740.0,102.0,1.0,1.0077968017606336,0.28512080952993824,-1.0,0.7559328007518797,0.661656949825776,130.96622151241678,132.9699214108213,49.92995093127971,16.849645440765926,14.212670403551895,127.0,125.53002161172613,46.519101620246445,494.3799999999984,0.9595496402341275,0,1,0,0,0,0,0,739.4716761209107,88.7512627243764,4,4
16,5,8900,981.0,65.0,1.0,1.601696799094919,0.1690289114492244,1.0,0.5266583821527901,0.18304200302624743,135.45168698527704,134.52509059651288,23.0,7.169825902312014,6.708203932499369,122.65537740787288,133.5026852891493,47.78995644597882,781.6719999999975,0.678741658722593,0,1,0,0,0,0,0,953.5793258426967,82.49584269662921,5,5
16,6,5602,1208.0,44.0,1.0,1.9785178480341035,0.8353320053600749,3.0,0.4461967343687774,0.19262958999368832,146.9658587278942,138.0507153186828,16.401219466856727,6.154828986207641,5.830951894845301,81.55069015380809,80.79386307158276,-23.57143943459575,604.525999999998,0.6349314292190863,0,1,0,0,0,0,0,1177.4826847554446,73.50196358443414,6,6
16,7,13632,98.0,312.0,1.0,1.0011646001567263,0.29510122300745617,1.0,0.7823691460055097,0.8750902023867602,134.5492243535756,135.28118864054971,64.03124237432849,22.026003718177748,19.274295988749657,128.41309542614056,128.557208564176,-40.728335967422666,442.4439999999988,0.9847576392400493,0,0,1,0,0,0,0,97.63182218309859,312.2593896713615,7,7
16,8,12681,314.0,310.0,1.0,1.0010056743285731,0.2713660933110458,1.0,0.7925625,0.889027098330148,129.3106726803031,130.17296186228538,61.5223536610881,21.230338586592882,18.681541692269406,124.0,124.4584453870834,-24.2382356188511,423.3739999999989,0.9832519190509419,0,0,1,0,0,0,0,312.78337670530715,310.27718634177114,8,8
16,9,12512,526.0,307.0,1.0,1.0012513177296125,0.2844428181740498,1.0,0.7761786600496278,0.8713489663595452,128.7055424059153,130.5450113945378,61.204574992397426,21.014446638517366,18.439088914585774,123.0,123.38910356862323,-14.970032330629417,424.7879999999989,0.9829137043874461,0,0,1,0,0,0,0,525.1656010230179,307.3854699488491,9,9
16,10,11212,747.0,322.0,1.0,1.0512521496714176,0.26966156106318145,-2.0,0.7354060081332808,0.39064569260949766,124.57838348798947,127.4872542648872,36.345563690772494,11.585067186851663,10.0,118.89060215550629,119.96339735392255,13.944039706485427,600.5579999999982,0.9230262616283856,0,0,1,0,0,0,0,736.796022119158,304.98778094898324,10,10
16,11,7670,925.0,333.0,1.0,1.6595206473402428,0.5934042237066989,1.0,0.5078125,0.1107416103480202,140.00166791356136,129.86531484580476,14.142135623730951,5.1977256114209425,5.0,115.33545873337096,112.68798757107878,4.016855016904205,932.9259999999967,0.6407685881370094,0,0,1,0,0,0,0,950.2286831812255,305.6825293350717,11,11
16,12,2628,1168.0,293.0,1.0,2.871412503466781,0.8426262332915229,4.0,0.2720496894409938,0.20870452703761572,121.85847648863962,110.57124400132251,14.142135623730951,4.809642747272317,4.182873156368473,62.50965405279072,65.62065166023376,-55.97346943506729,397.7879999999989,0.46936953027326317,0,0,1,0,0,0,0,1170.484398782344,293.14383561643837,12,12
